Event ID;Event Type;Event Status;Location; Specific Location;Consequences;RAM Potential;RAM Actual;Task / Activity;Risk Area;Event/Consequence: Consequence;Event: Consequences;Event: Human Factors;Event: Potential Severity - People;Event: Potential Severity - Asset;Event: Potential Severity - Community;Event: Potential Severity - Environmental
456308;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Slips and trips;Observation;People;Task and procedure design;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456308;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Slips and trips;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456308;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Cleaning, housekeeping;Slips and trips;Observation;People;Task and procedure design;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456308;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Cleaning, housekeeping;Slips and trips;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456308;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Marine transport, operations and diving;Slips and trips;Observation;People;Task and procedure design;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456308;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Marine transport, operations and diving;Slips and trips;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456326;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Maintenance, inspection, testing;Maritime and water related;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456326;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Maritime and water related;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456326;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Maintenance, inspection, testing;Maritime and water related;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456326;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Maritime and water related;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456334;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Slips and trips;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456334;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Cleaning, housekeeping;Slips and trips;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456395;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Process safety;Observation;People;Task and procedure design;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456404;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Air transport operations (including drones, excluding airport refueling & business travel);Process safety;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456404;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Air transport operations (including drones, excluding airport refueling & business travel);Process safety;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456404;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Air transport operations (including drones, excluding airport refueling & business travel);Process safety;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456404;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Air transport operations (including drones, excluding airport refueling & business travel);Process safety;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456407;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Air transport operations (including drones, excluding airport refueling & business travel);Process safety;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456407;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Air transport operations (including drones, excluding airport refueling & business travel);Process safety;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456407;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Air transport operations (including drones, excluding airport refueling & business travel);Process safety;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456407;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Air transport operations (including drones, excluding airport refueling & business travel);Process safety;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456407;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Maintenance, inspection, testing;Process safety;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456407;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Process safety;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456407;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Maintenance, inspection, testing;Process safety;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456407;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Process safety;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456408;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Marine transport, operations and diving;Maritime and water related;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456408;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Marine transport, operations and diving;Maritime and water related;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456408;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Marine transport, operations and diving;Maritime and water related;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456408;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Marine transport, operations and diving;Maritime and water related;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456409;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Maintenance, inspection, testing;Maritime and water related;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456409;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Maritime and water related;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456409;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Maintenance, inspection, testing;Maritime and water related;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456409;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Maritime and water related;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456411;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Maintenance, inspection, testing;Caught in, under, or between;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456411;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Caught in, under, or between;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456411;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Maintenance, inspection, testing;Caught in, under, or between;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456411;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Caught in, under, or between;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456411;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Heavy equipment and vehicle operation;Caught in, under, or between;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456411;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Heavy equipment and vehicle operation;Caught in, under, or between;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456411;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Heavy equipment and vehicle operation;Caught in, under, or between;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456411;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Heavy equipment and vehicle operation;Caught in, under, or between;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456411;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Equipment or process related;Caught in, under, or between;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456411;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Equipment or process related;Caught in, under, or between;Observation;People,Asset Damage;Task and procedure design;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456411;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Equipment or process related;Caught in, under, or between;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456411;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Equipment or process related;Caught in, under, or between;Observation;People,Asset Damage;Team communication, coordination, planning;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456413;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Slips and trips;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456413;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Walking, ascending, descending;Slips and trips;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456415;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Walking, ascending, descending;Slips and trips;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456418;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Maintenance, inspection, testing;Maritime and water related;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456418;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Maintenance, inspection, testing;Maritime and water related;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456418;Observation;Closed;PTC/U/DB - Brazil - Marine;;Asset Damage;2D;;Marine transport, operations and diving;Maritime and water related;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456418;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Marine transport, operations and diving;Maritime and water related;Observation;People,Asset Damage;Tools, equipment and workspace;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
456440;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Walking, ascending, descending;Non work-related illness, injury or death;Observation;People;Task and procedure design;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456444;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Cleaning, housekeeping;Slips and trips;Observation;People;Task and procedure design;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456444;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Cleaning, housekeeping;Slips and trips;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456444;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Walking, ascending, descending;Slips and trips;Observation;People;Task and procedure design;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
456444;Observation;Closed;PTC/U/DB - Brazil - Marine;;People;2D;;Walking, ascending, descending;Slips and trips;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
501310;Observation;Closed;PTC/U/DB - Brazil - Marine;BJSA Operation;Asset Damage;2D;;Marine transport, operations and diving;Maritime and water related;Observation;Asset Damage;Tools, equipment and workspace;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
